unique_bird,bird_id,date,season,walk,start_time,end_time,lat,lon,order,family,species,migratory_class,trophic_guild,behavior,broad_behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat_height,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon,notes
106flower,106,5/1/2019,spring,3,16:35,18:35,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:23,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
107flower,107,5/1/2019,spring,3,16:35,18:35,34.78299,-115.66221,Passeriformes,Fringillidae,House Finch,,frugivore,Singing,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,18:24,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
108flower,108,5/1/2019,spring,3,16:35,18:35,34.78299,-115.66221,Passeriformes,Fringillidae,House Finch,,frugivore,Sparring,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,18:24,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
167fruit,167,8/19/2019,summer,36,6:30,8:30,34.77914,-115.66403,Passeriformes,Icteridae,Scott's Oriole,,omnivore,Eating fruit,Feeding,shrub,vegetation,shrub,shrub,50,292-300,8:22,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
168fruit,168,8/19/2019,summer,36,6:30,8:30,34.77914,-115.66403,Passeriformes,Icteridae,Scott's Oriole,,omnivore,Eating fruit,Feeding,shrub,vegetation,shrub,shrub,50,292-300,8:22,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
169fruit,169,8/19/2019,summer,36,6:30,8:30,34.77914,-115.66403,Passeriformes,Icteridae,Scott's Oriole,,omnivore,Eating fruit,Feeding,shrub,vegetation,shrub,shrub,50,292-300,8:22,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
537flower,537,5/6/2019,spring,16,8:20,10:20,34.77891,-115.66403,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,239.248,8:25,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
851flower,851,5/10/2019,spring,26,14:10,16:10,34.7794,-115.664,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,14:39,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
114flower,114,5/2/2019,spring,4,6:25,8:25,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:29,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
115flower,115,5/2/2019,spring,4,6:25,8:25,34.78319,-115.66304,Columbiformes,Columbidae,Mourning Dove,,granivore,Standing on ground,Inactive,rock,non vegetation,other,land,na,192.195,6:33,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
116flower,116,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:33,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
117flower,117,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Singing,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,195.198,6:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
118flower,118,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Singing,Territorial or mating behavior,rock,non vegetation,other,land,na,no photo,6:39,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
119flower,119,5/2/2019,spring,4,6:25,8:25,34.78277,-115.6632,Columbiformes,Columbidae,Mourning Dove,,granivore,Standing on ground,Inactive,rock,non vegetation,other,land,na,no photo,6:44,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
120flower,120,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:44,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
121flower,121,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:47,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
852flower,852,5/10/2019,spring,26,14:10,16:10,34.7794,-115.664,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,14:39,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
123flower,123,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
124flower,124,5/2/2019,spring,4,6:25,8:25,34.78264,-115.66289,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Foraging,Feeding,cactus canopy,vegetation,cactus,cactus,na,no photo,6:53,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
78fruit,78,8/17/2019,summer,32,7:00,9:00,34.77901,-115.66398,Passeriformes,Mimidae,Crissal Thrasher,,omnivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,75,206-212,8:11,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
551flower,551,5/6/2019,spring,16,8:20,10:20,34.78129,-115.66397,Passeriformes,Remezidae,Verdin,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,383.391,9:17,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
550flower,550,5/6/2019,spring,16,8:20,10:20,34.7813,-115.66395,Passeriformes,Tyrannidae,Gray Flycatcher,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,317.322,9:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
552flower,552,5/6/2019,spring,16,8:20,10:20,34.78077,-115.66394,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,392.401,9:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
129flower,129,5/2/2019,spring,4,6:25,8:25,34.78285,-115.6628,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Sparring,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:03,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
130flower,130,5/2/2019,spring,4,6:25,8:25,34.78285,-115.6628,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Sparring,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:03,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
131flower,131,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:16,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
132flower,132,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:19,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
133flower,133,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:19,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
134flower,134,5/2/2019,spring,4,6:25,8:25,34.78246,-115.66362,Passeriformes,Mimidae,Crissal Thrasher,,omnivore,Standing on ground,Inactive,rock,non vegetation,other,land,na,no photo,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
135flower,135,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,rock,non vegetation,other,land,na,no photo,7:20,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
136flower,136,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:25,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
137flower,137,5/2/2019,spring,4,6:25,8:25,,,Apodiformes,Trochilidae,Unknown Hummingbird,,nectarivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,7:26,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
138flower,138,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:27,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
139flower,139,5/2/2019,spring,4,6:25,8:25,34.7821,-115.66351,Columbiformes,Columbidae,Mourning Dove,,granivore,Calling,Territorial or mating behavior,rock,non vegetation,other,land,na,no photo,7:30,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
140flower,140,5/2/2019,spring,4,6:25,8:25,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:30,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
141flower,141,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:32,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
142flower,142,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
60flower,60,5/1/2019,spring,2,14:31,16:31,34.77963,-115.66394,Passeriformes,Parulidae,Wilson's Warbler,,insectivore,Foraging,Feeding,shrub,vegetation,shrub,shrub,na,no photo,15:42,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
144flower,144,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Singing,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:40,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
145flower,145,5/2/2019,spring,4,6:25,8:25,34.78102,-115.66364,Passeriformes,Passerellidae,Green.tailed Towhee,,omnivore,Standing on ground,Inactive,grass,vegetation,other,land,na,no photo,7:44,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
146flower,146,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:45,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
303flower,303,5/3/2019,spring,8,6:15,8:15,34.77939,-115.66393,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,45.5,7:53,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
549flower,549,5/6/2019,spring,16,8:20,10:20,34.78127,-115.66391,Passeriformes,Tyrannidae,Pacific.slope Flycatcher,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,"271.316, 32.382",9:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
153flower,153,5/2/2019,spring,4,6:25,8:25,34.77996,-115.66391,Passeriformes,Tyrannidae,Hammond's Flycatcher,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,260.274,8:05,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
306flower,306,5/3/2019,spring,8,6:15,8:15,34.77963,-115.66389,Columbiformes,Columbidae,Mourning Dove,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,no photo,8:04,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
151flower,151,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:58,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
152flower,152,5/2/2019,spring,4,6:25,8:25,34.78022,-115.6636,Columbiformes,Columbidae,Mourning Dove,,granivore,Calling,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,7:58,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
156flower,156,5/2/2019,spring,4,6:25,8:25,34.77985,-115.66386,Apodiformes,Trochilidae,Black.chinned hummingbird,,nectarivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,8:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
154flower,154,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:07,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
155flower,155,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:07,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
711flower,711,5/7/2019,spring,20,12:20,14:20,34.77913,-115.66386,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,361.363,13:54,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
157flower,157,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:16,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
300flower,300,5/3/2019,spring,8,6:15,8:15,34.78037,-115.66383,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,31.44,7:44,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
761flower,761,5/8/2019,spring,22,11:55,1:55,34.78041,-115.66382,Apodiformes,Trochilidae,Anna's Hummingbird,,nectarivore,Foraging,Feeding,shrub,vegetation,shrub,shrub,na,128.129,12:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
54flower,54,5/1/2019,spring,2,14:31,16:31,34.77994,-115.66382,Passeriformes,Icteridae,Wilson's Warbler,,insectivore,Foraging,Feeding,shrub,vegetation,shrub,shrub,na,24-Aug,15:16,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
217fruit,217,8/21/2019,summer,40,6:00,8:00,34.78134,-115.66381,Piciformes,Picidae,Nuttall's/Ladderback Woodpecker Hybrid,,frugivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,75,no photo,6:47,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
299flower,299,5/3/2019,spring,8,6:15,8:15,34.78063,-115.66381,Passeriformes,Parulidae,Wilson's Warbler,,insectivore,Flying on plant,Active movement,shrub,vegetation,shrub,shrub,na,28.3,7:34,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
147flower,147,5/2/2019,spring,4,6:25,8:25,34.78045,-115.66381,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,7:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
148flower,148,5/2/2019,spring,4,6:25,8:25,34.78045,-115.66381,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,7:51,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
149flower,149,5/2/2019,spring,4,6:25,8:25,34.78045,-115.66381,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,7:51,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
150flower,150,5/2/2019,spring,4,6:25,8:25,34.78045,-115.66381,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,7:51,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
305flower,305,5/3/2019,spring,8,6:15,8:15,34.77973,-115.66381,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,51.64,8:01,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
702flower,702,5/7/2019,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
703flower,703,5/7/2019,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
704flower,704,5/7/2019,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
171flower,171,5/2/2019,spring,5,8:36,10:36,34.77926,-115.66274,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Sparring,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,311.312,8:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
172flower,172,5/2/2019,spring,5,8:36,10:36,34.77926,-115.66274,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Sparring,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,311.312,8:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
173flower,173,5/2/2019,spring,5,8:36,10:36,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:56,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
174flower,174,5/2/2019,spring,5,8:36,10:36,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,9:00,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
175flower,175,5/2/2019,spring,5,8:36,10:36,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,9:00,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
176flower,176,5/2/2019,spring,5,8:36,10:36,,,Passeriformes,Corvidae,Common Raven,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,9:01,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
177flower,177,5/2/2019,spring,5,8:36,10:36,34.78047,-115.66291,Passeriformes,Tyrannidae,Say's Phoebe,,insectivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,9:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
178flower,178,5/2/2019,spring,5,8:36,10:36,34.78044,-115.66278,Passeriformes,Tyrannidae,Say's Phoebe,,insectivore,Standing on plant,Inactive,cactus canopy,vegetation,cactus,cactus,na,no photo,9:07,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
705flower,705,5/7/2019,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
706flower,706,5/7/2019,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
181flower,181,5/2/2019,spring,5,8:36,10:36,34.78146,-115.66277,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Standing on ground,Inactive,rock,non vegetation,other,land,na,no photo,9:19,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
182flower,182,5/2/2019,spring,5,8:36,10:36,34.78161,-115.66263,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Flying,Active movement,rock,non vegetation,other,land,na,no photo,9:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
183flower,183,5/2/2019,spring,5,8:36,10:36,34.78159,-115.66264,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,9:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
80fruit,80,8/17/2019,summer,32,7:00,9:00,34.77991,-115.66377,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,75,no photo,8:20,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
